"NewsDesk","SectionName","SubsectionName","Headline","Snippet","Abstract","WordCount","PubDate","UniqueID"
"Business","Technology","","Hacked vs. Hackers: Game On","There has been an awakening that online threats are real and growing worse, and that the prevailing patch and pray approach to computer security will not do.","There has been an awakening that online threats are real and growing worse, and that the prevailing patch and pray approach to computer security will not do.",2017,"2014-12-02 21:31:27",6635
"Business","Technology","","Reinventing the Internet to Make It Safer","The Defense Department and leading computer scientists are working together to improve security by imagining an Internet rebuilt from scratch.","The Defense Department and leading computer scientists are working together to improve security by imagining an Internet rebuilt from scratch.",946,"2014-12-02 21:25:17",6636
"Business","Technology","","China, a Fish Barrel for Cybercriminals","The navet of new Internet users, and an emphasis on bolstering the webs growth, have left Chinas more than 600 million Internet users vulnerable to cybercrime.","The navet of new Internet users, and an emphasis on bolstering the webs growth, have left Chinas more than 600 million Internet users vulnerable to cybercrime.",1112,"2014-12-02 21:19:45",6637
"Business","Technology","","Betting on Security Start-Ups in an Age of Data Breaches","Entrepreneurs are addressing the need for tighter corporate security, but skewed valuations are making it more difficult to determine which companies are a safe bet.","Entrepreneurs are addressing the need for tighter corporate security, but skewed valuations are making it more difficult to determine which companies are a safe bet.",1050,"2014-12-02 21:17:59",6638
"Business","Technology","","Smart Steps at the Online Checkout","Security breaches can happen when you shop online, so here are tips to ensure privacy.","Security breaches can happen when you shop online, so here are tips to ensure privacy.",663,"2014-12-02 21:14:46",6639
"Business","Technology","","Minimizing In-Store Shopping Dangers","Cash is the most secure form of payment, but there are also other alternatives to magnetic-stripe credit and debit cards.","Cash is the most secure form of payment, but there are also other alternatives to magnetic-stripe credit and debit cards.",817,"2014-12-02 21:13:27",6640
"Business","Technology","","Preparing for Chip-and-PIN Cards in the United States","Americans retailers and banks are preparing for the wide release of a security technology in which a chip embedded into credit and debit cards can substantially reduce many forms of fraud.","Americans retailers and banks are preparing for the wide release of a security technology in which a chip embedded into credit and debit cards can substantially reduce many forms of fraud.",975,"2014-12-02 21:12:30",6641
"Business","Technology","","With Fraud Afoot, Shield Your Wallet","Credit cards have more legal protection than debit cards, but a quick response is the key to keeping intruders from your accounts and identity.","Credit cards have more legal protection than debit cards, but a quick response is the key to keeping intruders from your accounts and identity.",890,"2014-12-02 21:11:24",6642
"Business","Technology","","Computing Goes to the Cloud. So Does Crime.","While public clouds, by their nature, provide opportunities for malicious hackers, the sophistication of the systems and their management allow for new ways to defend against attacks.","While public clouds, by their nature, provide opportunities for malicious hackers, the sophistication of the systems and their management allow for new ways to defend against attacks.",1031,"2014-12-02 21:10:06",6643
"Business","Technology","","Protecting Data Privacy at School and at Play","With the growing use of mobile devices in school, and with advertisers compiling data on childrens web activities, what can parents do to stop unwelcome tracking?","With the growing use of mobile devices in school, and with advertisers compiling data on childrens web activities, what can parents do to stop unwelcome tracking?",1011,"2014-12-02 21:08:54",6644
"","Opinion","Room For Debate","Restoring Justice and Security in Mexico ","What can be done to restore security, accountability and the rule of law in a country increasingly frustrated with violent crime and entrenched corruption?","What can be done to restore security, accountability and the rule of law in a country increasingly frustrated with violent crime and entrenched corruption?",1352,"2014-12-02 18:35:12",6645
"Science","Health","","Mediterranean Diet Is Good for Your DNA","The Mediterranean diet is associated with longer telomeres, the protective structures at the end of chromosomes that are tied to longevity and age-related illness.","The Mediterranean diet is associated with longer telomeres, the protective structures at the end of chromosomes that are tied to longevity and age-related illness.",219,"2014-12-02 18:30:08",6646
"Foreign","World","Asia Pacific","Chinese Wildlife Traders Find a Home Online","Social media and online forums are increasingly being used in China as platforms to help wildlife sellers and buyers find each other, posing new challenges for law enforcement.","Social media and online forums are increasingly being used in China as platforms to help wildlife sellers and buyers find each other, posing new challenges for law enforcement.",820,"2014-12-02 18:00:54",6647
"TStyle","","","Jeanne Gang on Climate Change, Crystals and Her Design Miami Installation","The architect and MacArthur genius grantee discusses her collaboration with Swarovski, Thinning Ice.","The architect and MacArthur genius grantee discusses her collaboration with Swarovski, Thinning Ice.",1156,"2014-12-02 18:00:02",6648
"Business","Business Day","Dealbook","A Fragmented, Confused Scramble to Fix Europe's Banking Structure ","Regulators, rule makers, supervisory authorities and central banks are all jostling to fix Europes banks to prevent a future financial crisis.","Regulators, rule makers, supervisory authorities and central banks are all jostling to fix Europes banks to prevent a future financial crisis.",1329,"2014-12-02 17:53:12",6649
"OpEd","Opinion","","D&eacute;j&agrave; Vu Pregnancy Discrimination","Peggy Youngs case should sound familiar to Justice Ruth Bader Ginsburg.","Peggy Youngs case should sound familiar to Justice Ruth Bader Ginsburg.",339,"2014-12-02 17:52:51",6650
"","Multimedia","","Dec. 2, 2014  Pictures of the Day","Photos from Syria, Russia, India and Thailand.","Photos from Syria, Russia, India and Thailand.",13,"2014-12-02 17:41:10",6651
"","","","What We're Reading","Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from John Schwartz, Damon Darlin and others.","Get recommendations from New York Times reporters and editors, highlighting great stories from around the web. Today, great reads from John Schwartz, Damon Darlin and others.",354,"2014-12-02 17:15:30",6652
"TStyle","","","Miami Welcomes Its Newest Museum","Just in time for Art Basel, the ICA Miami is opening in the citys Design District with a dynamic young curator at the helm.","Just in time for Art Basel, the ICA Miami is opening in the citys Design District with a dynamic young curator at the helm.",618,"2014-12-02 17:00:55",6653
"","Travel","","New Flights to Colorado Ski Resorts","Several airlines are adding flights this season to Colorado ski destinations.","Several airlines are adding flights this season to Colorado ski destinations.",284,"2014-12-02 17:00:21",6654
"","","","Is Moldova Another Ukraine? ","After an election, the country will likely get a European-leaning Parliament. But some observers wonder if Russian meddling or internal division  will disrupt any integration with the European Union.","After an election, the country will likely get a European-leaning Parliament. But some observers wonder if Russian meddling or internal division  will disrupt any integration with the European Union.",805,"2014-12-02 16:38:33",6655
"Business","Technology","","Stripe, an E-Commerce Start-Up, Raises $70 Million","The round values Stripe at $3.5 billion, twice the amount the company was valued at less than one year ago.","The round values Stripe at $3.5 billion, twice the amount the company was valued at less than one year ago.",355,"2014-12-02 16:34:50",6656
"TStyle","","","Susan Cianciolo Heads Up a Home-Goods Collective ","The fixture of New Yorks downtown avant-garde fashion scene has spearheaded a range of collaboratively designed housewares debuting at Ralph Pucci today.","The fixture of New Yorks downtown avant-garde fashion scene has spearheaded a range of collaboratively designed housewares debuting at Ralph Pucci today.",424,"2014-12-02 16:00:22",6657
